indexPandas,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
6398571,2008,11,30,7,608.0,610,720.0,730,AA,2401,N5CPAA,192.0,200.0,168.0,-10.0,-2.0,DFW,LAX,1235,8.0,16.0,0,,0,,,,,
2916700,2008,5,25,7,1350.0,1355,1546.0,1615,AA,2352,N208AA,116.0,140.0,104.0,-29.0,-5.0,DFW,ORD,802,5.0,7.0,0,,0,,,,,
4765814,2008,8,2,6,2217.0,2210,2307.0,2315,AA,2493,N3AMAA,170.0,185.0,154.0,-8.0,7.0,DFW,LAX,1235,7.0,9.0,0,,0,,,,,
5282215,2008,9,22,1,1819.0,1820,2103.0,2050,AA,635,N5CGAA,284.0,270.0,227.0,13.0,-1.0,ORD,LAX,1745,23.0,34.0,0,,0,,,,,
3519109,2008,6,24,2,709.0,715,921.0,925,AA,2099,N4XBAA,252.0,250.0,218.0,-4.0,-6.0,ORD,LAX,1745,5.0,29.0,0,,0,,,,,
4763559,2008,8,13,3,1926.0,1925,2127.0,2140,AA,2372,N262AA,121.0,135.0,108.0,-13.0,1.0,DFW,ORD,802,4.0,9.0,0,,0,,,,,
6374654,2008,11,23,7,720.0,725,852.0,900,AA,1123,N3ALAA,152.0,155.0,136.0,-8.0,-5.0,DFW,PHX,868,2.0,14.0,0,,0,,,,,
1708882,2008,3,29,6,928.0,915,1137.0,1130,AA,2332,N410AA,129.0,135.0,104.0,7.0,13.0,DFW,ORD,802,8.0,17.0,0,,0,,,,,
3521017,2008,6,7,6,830.0,830,1117.0,1045,AA,2309,N424AA,167.0,135.0,119.0,32.0,0.0,ORD,DFW,802,19.0,29.0,0,,0,0.0,0.0,32.0,0.0,0.0
4760531,2008,8,31,7,1143.0,1145,1643.0,1655,AA,2167,N630AA,180.0,190.0,154.0,-12.0,-2.0,LAX,DFW,1235,7.0,19.0,0,,0,,,,,
5832101,2008,10,4,6,1515.0,1510,1723.0,1730,AA,455,N358AA,248.0,260.0,232.0,-7.0,5.0,ORD,LAX,1745,4.0,12.0,0,,0,,,,,
3493082,2008,6,29,7,1446.0,1447,1744.0,1747,AA,1059,N219AA,118.0,120.0,99.0,-3.0,-1.0,ORD,ATL,606,5.0,14.0,0,,0,,,,,
4763702,2008,8,8,5,905.0,910,1420.0,1420,AA,2378,N4WLAA,195.0,190.0,167.0,0.0,-5.0,LAX,DFW,1235,11.0,17.0,0,,0,,,,,
4146309,2008,7,22,2,825.0,830,1052.0,1045,AA,2309,N485AA,147.0,135.0,121.0,7.0,-5.0,ORD,DFW,802,11.0,15.0,0,,0,,,,,
5844526,2008,10,12,7,2048.0,2020,2207.0,2145,AA,1108,N5FJAA,199.0,205.0,168.0,22.0,28.0,DFW,LAX,1235,17.0,14.0,0,,0,22.0,0.0,0.0,0.0,0.0
4125207,2008,7,21,1,1956.0,1950,2341.0,2255,AA,1332,N502AA,165.0,125.0,129.0,46.0,6.0,DFW,ATL,732,27.0,9.0,0,,0,6.0,0.0,40.0,0.0,0.0
1709483,2008,3,30,7,2200.0,2100,10.0,2320,AA,2361,N440AA,130.0,140.0,116.0,50.0,60.0,ORD,DFW,802,5.0,9.0,0,,0,0.0,0.0,0.0,0.0,50.0
1095426,2008,2,19,2,2150.0,2130,41.0,20,AA,2020,N3CUAA,111.0,110.0,89.0,21.0,20.0,DFW,ATL,732,7.0,15.0,0,,0,20.0,0.0,1.0,0.0,0.0
6903307,2008,12,13,6,1304.0,1305,1557.0,1610,AA,474,N467AA,113.0,125.0,89.0,-13.0,-1.0,DFW,ATL,732,8.0,16.0,0,,0,,,,,
1694808,2008,3,20,4,1546.0,1545,1615.0,1620,AA,1607,N4XYAA,149.0,155.0,129.0,-5.0,1.0,DFW,PHX,868,5.0,15.0,0,,0,,,,,
3522715,2008,6,16,1,110.0,30,546.0,530,AA,2414,N417AA,156.0,180.0,144.0,16.0,40.0,LAX,DFW,1235,2.0,10.0,0,,0,16.0,0.0,0.0,0.0,0.0
2264940,2008,4,27,7,955.0,1000,1134.0,1145,AA,309,N560AA,219.0,225.0,193.0,-11.0,-5.0,ORD,PHX,1440,5.0,21.0,0,,0,,,,,
4723808,2008,8,4,1,1557.0,1600,1711.0,1720,AA,565,N545AA,134.0,140.0,105.0,-9.0,-3.0,ATL,DFW,732,15.0,14.0,0,,0,,,,,
2915787,2008,5,1,4,1157.0,1045,1704.0,1545,AA,2300,N325AA,187.0,180.0,146.0,79.0,72.0,LAX,DFW,1235,26.0,15.0,0,,0,72.0,0.0,7.0,0.0,0.0
4748245,2008,8,3,7,815.0,820,1333.0,1345,AA,1600,N419AA,198.0,205.0,179.0,-12.0,-5.0,PHX,ORD,1440,7.0,12.0,0,,0,,,,,
4140225,2008,7,13,7,1853.0,1735,2014.0,1900,AA,1907,N3ABAA,141.0,145.0,100.0,74.0,78.0,ATL,DFW,732,26.0,15.0,0,,0,0.0,14.0,0.0,0.0,60.0
6373309,2008,11,27,4,1636.0,1635,1925.0,1940,AA,1074,N290AA,109.0,125.0,92.0,-15.0,1.0,DFW,ATL,732,8.0,9.0,0,,0,,,,,
1086481,2008,2,2,6,1541.0,1545,1720.0,1720,AA,1607,N437AA,159.0,155.0,136.0,0.0,-4.0,DFW,PHX,868,5.0,18.0,0,,0,,,,,
3502100,2008,6,21,6,1219.0,1225,1328.0,1340,AA,1381,N292AA,129.0,135.0,106.0,-12.0,-6.0,ATL,DFW,732,9.0,14.0,0,,0,,,,,
5874277,2008,10,28,2,2151.0,2155,2308.0,2315,AA,2493,N3BJAA,197.0,200.0,162.0,-7.0,-4.0,DFW,LAX,1235,21.0,14.0,0,,0,,,,,
5872629,2008,10,18,6,636.0,640,742.0,750,AA,2401,N5BWAA,186.0,190.0,168.0,-8.0,-4.0,DFW,LAX,1235,3.0,15.0,0,,0,,,,,
2308482,2008,4,23,3,1523.0,1525,1851.0,1835,AA,2222,N413AA,148.0,130.0,98.0,16.0,-2.0,DFW,ATL,732,14.0,36.0,0,,0,0.0,0.0,16.0,0.0,0.0
2866920,2008,5,26,1,1910.0,1915,2127.0,2135,AA,47,N7AEAA,137.0,140.0,111.0,-8.0,-5.0,ORD,DFW,802,11.0,15.0,0,,0,,,,,
4265799,2008,8,12,2,1347.0,1340,1457.0,1455,WN,2820,N781WN,70.0,75.0,56.0,2.0,7.0,PHX,LAX,370,4.0,10.0,0,,0,,,,,
4147544,2008,7,22,2,910.0,910,1411.0,1420,AA,2378,N4XEAA,181.0,190.0,160.0,-9.0,0.0,LAX,DFW,1235,9.0,12.0,0,,0,,,,,
3521770,2008,6,15,7,1655.0,1510,1954.0,1733,AA,2356,N594AA,179.0,143.0,122.0,141.0,105.0,DFW,ORD,802,34.0,23.0,0,,0,0.0,0.0,52.0,0.0,89.0
4724612,2008,8,23,6,2005.0,2000,2219.0,2215,AA,607,N562AA,254.0,255.0,224.0,4.0,5.0,ORD,LAX,1745,8.0,22.0,0,,0,,,,,
4149461,2008,7,8,2,1516.0,1505,,2015,AA,2480,N3CJAA,,190.0,,,11.0,LAX,DFW,1235,,15.0,0,,1,,,,,
