indexPandas,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
5872794,2008,10,1,3,837.0,840,936.0,955,AA,2409,N3AXAA,179.0,195.0,161.0,-19.0,-3.0,DFW,LAX,1235,7.0,11.0,0,,0,,,,,
6389102,2008,11,22,6,1904.0,1905,2142.0,2155,AA,1733,N518AA,218.0,230.0,205.0,-13.0,-1.0,ORD,PHX,1440,4.0,9.0,0,,0,,,,,
4147609,2008,7,31,4,21.0,2205,228.0,10,AA,2380,N578AA,127.0,125.0,111.0,138.0,136.0,DFW,ORD,802,6.0,10.0,0,,0,136.0,0.0,2.0,0.0,0.0
4762329,2008,8,10,7,708.0,640,918.0,855,AA,2303,N582AA,130.0,135.0,110.0,23.0,28.0,ORD,DFW,802,8.0,12.0,0,,0,23.0,0.0,0.0,0.0,0.0
6377989,2008,11,17,1,737.0,740,1036.0,1050,AA,1250,N435AA,119.0,130.0,104.0,-14.0,-3.0,DFW,ATL,732,6.0,9.0,0,,0,,,,,
3519110,2008,6,25,3,710.0,715,928.0,925,AA,2099,N201AA,258.0,250.0,234.0,3.0,-5.0,ORD,LAX,1745,6.0,18.0,0,,0,,,,,
5833055,2008,10,21,2,2015.0,2025,2129.0,2140,AA,489,N4YBAA,134.0,135.0,108.0,-11.0,-10.0,ATL,DFW,732,4.0,22.0,0,,0,,,,,
2874761,2008,5,8,4,1402.0,1345,1654.0,1655,AA,474,N3CSAA,112.0,130.0,90.0,-1.0,17.0,DFW,ATL,732,7.0,15.0,0,,0,,,,,
4743184,2008,8,19,2,1226.0,1220,1435.0,1435,AA,1407,N201AA,249.0,255.0,223.0,0.0,6.0,ORD,LAX,1745,13.0,13.0,0,,0,,,,,
2910017,2008,5,28,3,1814.0,1735,1921.0,1900,AA,1907,N3BXAA,127.0,145.0,99.0,21.0,39.0,ATL,DFW,732,8.0,20.0,0,,0,15.0,0.0,0.0,0.0,6.0
2289616,2008,4,26,6,1527.0,1405,1753.0,1630,AA,1345,N404AA,266.0,265.0,236.0,83.0,82.0,ORD,LAX,1745,6.0,24.0,0,,0,82.0,0.0,1.0,0.0,0.0
6399054,2008,11,17,1,723.0,730,1244.0,1235,AA,2430,N3DEAA,201.0,185.0,165.0,9.0,-7.0,LAX,DFW,1235,11.0,25.0,0,,0,,,,,
6940341,2008,12,6,6,854.0,845,1107.0,1125,AA,2309,N517AA,133.0,160.0,109.0,-18.0,9.0,ORD,DFW,802,7.0,17.0,0,,0,,,,,
4739757,2008,8,7,4,1239.0,1235,1249.0,1255,AA,1279,N527AA,130.0,140.0,116.0,-6.0,4.0,DFW,PHX,868,4.0,10.0,0,,0,,,,,
2916805,2008,5,6,2,,1600,,1820,AA,2360,,,140.0,,,,DFW,ORD,802,,,1,B,0,,,,,
6398706,2008,11,28,5,13.0,15,459.0,505,AA,2408,N553AA,166.0,170.0,144.0,-6.0,-2.0,LAX,DFW,1235,4.0,18.0,0,,0,,,,,
