indexPandas,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
4763139,2008,8,15,5,,1225,,1445,AA,2348,,,140.0,,,,DFW,ORD,802,,,1,C,0,,,,,
4763554,2008,8,8,5,1928.0,1925,2136.0,2140,AA,2372,N594AA,128.0,135.0,111.0,-4.0,3.0,DFW,ORD,802,6.0,11.0,0,,0,,,,,
3522263,2008,6,11,3,2233.0,2205,36.0,10,AA,2380,N442AA,123.0,125.0,104.0,26.0,28.0,DFW,ORD,802,4.0,15.0,0,,0,7.0,0.0,0.0,0.0,19.0
5028945,2008,9,24,3,1439.0,1401,1930.0,1856,OO,6219,N765SK,171.0,175.0,157.0,34.0,38.0,LAX,DFW,1235,6.0,8.0,0,,0,34.0,0.0,0.0,0.0,0.0
2310001,2008,4,12,6,1248.0,1250,1504.0,1515,AA,2325,N454AA,136.0,145.0,121.0,-11.0,-2.0,ORD,DFW,802,4.0,11.0,0,,0,,,,,
2272888,2008,4,8,2,214.0,1955,442.0,2215,AA,607,N5FCAA,268.0,260.0,247.0,387.0,379.0,ORD,LAX,1745,10.0,11.0,0,,0,0.0,0.0,387.0,0.0,0.0
2895515,2008,5,6,2,1127.0,1130,1415.0,1425,AA,1359,N414AA,108.0,115.0,87.0,-10.0,-3.0,ORD,ATL,606,10.0,11.0,0,,0,,,,,
6118979,2008,11,10,1,1854.0,1757,2102.0,2014,OO,6223,N740SK,128.0,137.0,105.0,48.0,57.0,DFW,ORD,802,4.0,19.0,0,,0,0.0,0.0,0.0,0.0,48.0
1668614,2008,3,29,6,1228.0,1230,1735.0,1759,AA,510,N563AA,187.0,209.0,167.0,-24.0,-2.0,PHX,ORD,1440,4.0,16.0,0,,0,,,,,
88645,2008,1,30,3,2107.0,2110,2317.0,2320,WN,710,N275WN,70.0,70.0,57.0,-3.0,-3.0,LAX,PHX,370,6.0,7.0,0,,0,,,,,
2310224,2008,4,26,6,951.0,950,1155.0,1205,AA,2336,N462AA,124.0,135.0,101.0,-10.0,1.0,DFW,ORD,802,9.0,14.0,0,,0,,,,,
5872710,2008,10,10,5,1400.0,1350,1503.0,1500,AA,2405,N3BEAA,183.0,190.0,169.0,3.0,10.0,DFW,LAX,1235,3.0,11.0,0,,0,,,,,
5859759,2008,10,3,5,1405.0,1400,1607.0,1625,AA,1651,N4XXAA,242.0,265.0,227.0,-18.0,5.0,ORD,LAX,1745,7.0,8.0,0,,0,,,,,
5307879,2008,9,2,2,714.0,720,1128.0,1145,AA,1770,N538AA,134.0,145.0,118.0,-17.0,-6.0,PHX,DFW,868,7.0,9.0,0,,0,,,,,
4757836,2008,8,11,1,1622.0,1625,1752.0,1805,AA,1969,N502AA,210.0,220.0,190.0,-13.0,-3.0,ORD,PHX,1440,6.0,14.0,0,,0,,,,,
